date,symbol,price,price_usd,change_in_value_try,change_in_value_usd,change_in_prcntg_try,change_in_prcntg_usd
2023-01-06,ZOREN.IS,3.845,0.20488090797676775,-0.01200000000000001,-0.0009794677704568489,-0.0031112263417163444,-0.004757922776064127
2023-01-09,ZOREN.IS,3.657,0.1948529411764706,-0.18800000000000017,-0.010027966800297161,-0.04889466840052015,-0.04894534536831652
2023-01-10,ZOREN.IS,3.475,0.18525429150229236,-0.18199999999999994,-0.009598649674178228,-0.049767569045665816,-0.04926099455427313
2023-01-11,ZOREN.IS,3.215,0.1714300949130852,-0.26000000000000023,-0.013824196589207166,-0.07482014388489211,-0.0746228142792369
2023-01-12,ZOREN.IS,3.354,0.1786608426996218,0.13900000000000023,0.0072307477865365954,0.043234836702954915,0.0421789872437659
2023-01-13,ZOREN.IS,3.578,0.19053197720858406,0.22399999999999975,0.011871134508962267,0.06678592725104338,0.0664450829268779
2023-01-16,ZOREN.IS,3.778,0.20113932811584942,0.20000000000000018,0.010607350907265362,0.05589714924538858,0.0556722869445323
2023-01-17,ZOREN.IS,3.748,0.19958464241972418,-0.029999999999999805,-0.0015546856961252409,-0.007940709370036991,-0.007729396884679884
2023-01-18,ZOREN.IS,3.724,0.19858156028368795,-0.02400000000000002,-0.0010030821360362263,-0.006403415154749181,-0.005025848301127067
2023-01-19,ZOREN.IS,3.724,0.19847572349837445,0.0,-0.00010583678531350671,0.0,-0.0005329638117572699
2023-01-20,ZOREN.IS,3.506,0.18655882509445007,-0.21800000000000042,-0.011916898403924375,-0.05853920515574662,-0.06004209579829034
2023-01-23,ZOREN.IS,3.251,0.17298994306390678,-0.2549999999999999,-0.013568882030543294,-0.07273245864232736,-0.07273245864232747
2023-01-24,ZOREN.IS,3.142,0.16785084673326564,-0.10899999999999999,-0.005139096330641135,-0.03352814518609659,-0.02970748610942442
2023-01-25,ZOREN.IS,3.094,0.16461824953445062,-0.04800000000000004,-0.0032325971988150237,-0.015276893698281335,-0.01925874823826179
2023-01-26,ZOREN.IS,3.052,0.16230589236332696,-0.041999999999999815,-0.002312357171123658,-0.013574660633484115,-0.01404678507797974
2023-01-27,ZOREN.IS,3.124,0.16608187134502925,0.07200000000000006,0.003775978981702288,0.023591087811271283,0.0232645834770413
2023-01-30,ZOREN.IS,3.161,0.1681472418745678,0.03699999999999992,0.0020653705295385627,0.011843790012804112,0.012435857765883629
2023-01-31,ZOREN.IS,3.009,0.15998511271799234,-0.15200000000000014,-0.008162129156575465,-0.04808604871875988,-0.04854155837218033
2023-02-01,ZOREN.IS,2.888,0.15358434375664753,-0.121,-0.0064007689613448104,-0.040212695247590524,-0.040008528622457074
2023-02-02,ZOREN.IS,2.882,0.15324081459031214,-0.005999999999999783,-0.000343529166335399,-0.0020775623268697307,-0.0022367459985356275
2023-02-03,ZOREN.IS,3.033,0.16128689178409997,0.1509999999999998,0.008046077193787832,0.05239417071478125,0.052506097773618254
2023-02-06,ZOREN.IS,2.9,0.15405046480743692,-0.133,-0.007236426976663046,-0.043850972634355445,-0.04486680161429235
2023-02-07,ZOREN.IS,2.628,0.13957193690583675,-0.2719999999999998,-0.014478527901600174,-0.09379310344827585,-0.09398561646469772
2023-02-08,ZOREN.IS,2.416,0.12829226847918435,-0.2120000000000002,-0.0112796684266524,-0.08066971080669716,-0.08081616316797491
2023-02-15,ZOREN.IS,2.888,0.15325833156442367,0.472,0.024966063085239326,0.19536423841059603,0.19460302153196474
2023-02-16,ZOREN.IS,2.749,0.14583554376657826,-0.1389999999999998,-0.007422787797845415,-0.048130193905817076,-0.04843317633746502
2023-02-17,ZOREN.IS,2.694,0.14287987271280828,-0.05500000000000016,-0.0029556710537699815,-0.020007275372862954,-0.020267151460008792
2023-02-20,ZOREN.IS,2.785,0.14772184798175356,0.09100000000000019,0.004841975268945281,0.03377876763177445,0.03388843492797444
2023-02-21,ZOREN.IS,2.719,0.14413698049194232,-0.06600000000000028,-0.0035848674898112387,-0.023698384201077283,-0.024267686457957405
2023-02-22,ZOREN.IS,2.719,0.14414462174627576,0.0,7.641254333445868e-06,0.0,5.3013836611270904e-05
2023-02-23,ZOREN.IS,2.985,0.1581456953642384,0.266,0.014001073617962628,0.0978300845899227,0.09713212639044833
2023-02-24,ZOREN.IS,2.961,0.15697397020622383,-0.02400000000000002,-0.0011717251580145582,-0.008040201005025116,-0.007409149868517484
2023-02-27,ZOREN.IS,2.973,0.15745154115030185,0.01200000000000001,0.0004775709440780207,0.004052684903748771,0.0030423575542530834
2023-02-28,ZOREN.IS,3.136,0.16606651133234485,0.16300000000000026,0.008614970182042991,0.05482677430205185,0.05471505784639619
2023-03-01,ZOREN.IS,3.342,0.17699396250397204,0.20599999999999996,0.01092745117162719,0.06568877551020402,0.06580165431282148
2023-03-02,ZOREN.IS,3.566,0.18884711115818462,0.22399999999999975,0.01185314865421258,0.06702573309395565,0.06696922587936616
2023-03-03,ZOREN.IS,3.439,0.18209255533199195,-0.12699999999999978,-0.006754555826192665,-0.035614133482893884,-0.03576732407907912
2023-03-06,ZOREN.IS,3.451,0.18271827182718273,0.01200000000000001,0.0006257164951907757,0.0034893864495493254,0.0034362552277327207
2023-03-07,ZOREN.IS,3.463,0.18351881293057762,0.01200000000000001,0.0008005411033948917,0.003477252970153666,0.004381286531387696
2023-03-08,ZOREN.IS,3.379,0.17861296120097261,-0.08400000000000007,-0.004905851729605004,-0.02425642506497261,-0.02673214615583208
2023-03-09,ZOREN.IS,3.342,0.17644263766432608,-0.03699999999999992,-0.0021703235366465345,-0.010949985202722723,-0.012150985695850602
2023-03-10,ZOREN.IS,3.191,0.16837273111017304,-0.15100000000000025,-0.008069906554153045,-0.04518252543387202,-0.04573671455482131
2023-03-13,ZOREN.IS,3.106,0.1638099256368335,-0.08499999999999996,-0.004562805473339537,-0.02663741773738637,-0.027099432569956394
2023-03-14,ZOREN.IS,3.058,0.16119340045332348,-0.04800000000000004,-0.002616525183510021,-0.015453960077269846,-0.015972934322129317
2023-03-15,ZOREN.IS,3.009,0.15857707509881422,-0.04899999999999993,-0.002616325354509258,-0.01602354480052315,-0.016230970667231892
2023-03-16,ZOREN.IS,3.027,0.15942486964765368,0.018000000000000238,0.0008477945488394589,0.005982053838484713,0.005346261736201008
2023-03-17,ZOREN.IS,2.979,0.15677297126618253,-0.04800000000000004,-0.002651898381471146,-0.015857284440039643,-0.016634157439376462
2023-03-20,ZOREN.IS,2.918,0.15351430976430977,-0.06099999999999994,-0.0032586615018727616,-0.020476670023497845,-0.020785862993818793
2023-03-21,ZOREN.IS,2.834,0.14908727444894523,-0.08400000000000007,-0.004427035315364536,-0.02878684030157641,-0.028837932582059356
2023-03-22,ZOREN.IS,2.864,0.1504754899385278,0.029999999999999805,0.0013882154895825671,0.010585744530698493,0.009311428455001769
2023-03-23,ZOREN.IS,2.876,0.15101869355177483,0.01200000000000001,0.0005432036132470286,0.0041899441340782495,0.003609914235660261
2023-03-24,ZOREN.IS,2.822,0.1480820695807315,-0.053999999999999826,-0.0029366239710433284,-0.018776077885952702,-0.0194454335551284
2023-03-27,ZOREN.IS,2.785,0.14596436058700213,-0.03699999999999992,-0.0021177089937293725,-0.013111268603827053,-0.01430091434922065
2023-03-28,ZOREN.IS,2.719,0.14240821243387627,-0.06600000000000028,-0.0035561481531258543,-0.023698384201077283,-0.024363126305795846
2023-03-29,ZOREN.IS,2.7,0.1412060038700905,-0.018999999999999684,-0.0012022085637857782,-0.006987863184994336,-0.008441989006385375
2023-03-30,ZOREN.IS,2.652,0.13850733796417194,-0.04800000000000004,-0.0026986659059185514,-0.01777777777777778,-0.0191115521433588
2023-03-31,ZOREN.IS,2.616,0.13642052565707136,-0.03600000000000003,-0.0020868123071005884,-0.013574660633484226,-0.01506643862898005
2023-04-03,ZOREN.IS,2.61,0.1359870786224144,-0.006000000000000227,-0.00043344703465694745,-0.002293577981651418,-0.0031772860613844545
2023-04-04,ZOREN.IS,2.628,0.13683936474876335,0.018000000000000238,0.000852286126348939,0.006896551724137945,0.006267405219545941
2023-04-05,ZOREN.IS,2.7,0.14050059842847482,0.07200000000000006,0.0036612336797114675,0.027397260273972712,0.026755705030007126
2023-04-06,ZOREN.IS,2.628,0.1365194805194805,-0.07200000000000006,-0.003981117908994303,-0.026666666666666727,-0.028335238095238302
2023-04-07,ZOREN.IS,2.688,0.13962911017609475,0.06000000000000005,0.003109629656614238,0.022831050228310446,0.02277791890784786
2023-04-10,ZOREN.IS,2.955,0.1535463756819953,0.2669999999999999,0.013917265505900556,0.0993303571428572,0.09967309458857576
2023-04-11,ZOREN.IS,3.245,0.1684401764858552,0.29000000000000004,0.01489380080385988,0.0981387478849407,0.09699871284950379
2023-04-12,ZOREN.IS,3.027,0.15691254989373282,-0.21799999999999997,-0.011527626592122364,-0.06718027734976884,-0.06843751195600534
2023-04-13,ZOREN.IS,3.088,0.15992542337769952,0.06099999999999994,0.0030128734839666993,0.020151965642550396,0.01920097204466531
2023-04-14,ZOREN.IS,3.033,0.1568657874321179,-0.05500000000000016,-0.003059635945581618,-0.017810880829015607,-0.019131641992628068
2023-04-17,ZOREN.IS,3.058,0.1578078233047786,0.02499999999999991,0.0009420358726607014,0.00824266402901408,0.006005362214933863
2023-04-18,ZOREN.IS,2.991,0.15429455764766573,-0.06699999999999973,-0.0035132656571128795,-0.02190974493132758,-0.022262937182319642
2023-04-19,ZOREN.IS,2.991,0.15417525773195878,0.0,-0.00011929991570694409,0.0,-0.000773195876288546
2023-04-20,ZOREN.IS,2.949,0.15202598206000617,-0.04200000000000026,-0.0021492756719526107,-0.014042126379137487,-0.013940470757566215
2023-04-24,ZOREN.IS,2.918,0.15037361504766814,-0.030999999999999694,-0.0016523670123380352,-0.010512037978975819,-0.01086897772306994
2023-04-25,ZOREN.IS,2.749,0.14167912178529096,-0.16900000000000004,-0.008694493262377173,-0.05791638108293351,-0.0578192740769119
2023-04-26,ZOREN.IS,2.707,0.1394067360181275,-0.04200000000000026,-0.0022723857671634595,-0.015278283012004512,-0.01603896000009919
2023-04-27,ZOREN.IS,2.761,0.1421510580239922,0.05400000000000027,0.002744322005864691,0.019948282231252445,0.01968572024746229
2023-04-28,ZOREN.IS,2.682,0.13799845639310523,-0.07900000000000018,-0.0041526016308869595,-0.028612821441506786,-0.029212597420035236
2023-05-02,ZOREN.IS,2.549,0.13104050997326752,-0.133,-0.006957946419837713,-0.04958985831469054,-0.050420465574029016
2023-05-03,ZOREN.IS,2.464,0.12652767792954708,-0.08499999999999996,-0.004512832043720438,-0.0333464103570027,-0.034438449946822325
2023-05-04,ZOREN.IS,2.513,0.12903722721437738,0.04899999999999993,0.002509549284830298,0.019886363636363535,0.019833994631812235
2023-05-05,ZOREN.IS,2.458,0.1261353722994817,-0.054999999999999716,-0.0029018549148956685,-0.021886191802626187,-0.022488509537442525
2023-05-08,ZOREN.IS,2.513,0.128878404020719,0.054999999999999716,0.002743031721237299,0.02237591537835626,0.02174672870290939
2023-05-09,ZOREN.IS,2.476,0.1269613372987386,-0.03699999999999992,-0.001917066721980415,-0.014723438121766796,-0.014875003586110713
