2021-01-04,9.579
2021-01-05,9.768
2021-01-06,9.696
2021-01-07,9.550
2021-01-08,9.369
2021-01-11,9.056
2021-01-12,9.085
2021-01-13,8.969
2021-01-14,8.773
2021-01-15,9.013
2021-01-18,9.165
2021-01-19,9.143
2021-01-20,9.020
2021-01-21,9.202
2021-01-22,9.100
2021-01-25,9.449
2021-01-26,9.267
2021-01-27,8.591
2021-01-28,8.722
2021-01-29,8.591
2021-02-01,8.853
2021-02-02,8.853
2021-02-03,8.882
2021-02-04,8.845
2021-02-05,8.707
2021-02-08,8.649
2021-02-09,8.722
2021-02-10,8.591
2021-02-11,8.664
2021-02-12,8.867
2021-02-15,9.078
2021-02-16,8.904
2021-02-17,8.824
2021-02-18,9.013
2021-02-19,9.529
2021-02-22,9.616
2021-02-23,8.882
2021-02-24,8.271
2021-02-25,8.104
2021-02-26,8.278
2021-03-01,8.504
2021-03-02,8.344
2021-03-03,8.286
2021-03-04,8.199
2021-03-05,8.467
2021-03-08,8.511
2021-03-09,8.511
2021-03-10,8.627
2021-03-11,8.656
2021-03-12,8.867
2021-03-15,8.664
2021-03-16,8.715
2021-03-17,8.671
2021-03-18,8.511
2021-03-19,8.664
2021-03-22,7.799
2021-03-23,7.523
2021-03-24,7.661
2021-03-25,8.140
2021-03-26,7.893
2021-03-29,8.148
2021-03-30,8.162
2021-03-31,8.504
2021-04-01,8.598
2021-04-02,8.904
2021-04-05,8.882
2021-04-06,8.838
2021-04-07,8.729
2021-04-08,8.911
2021-04-09,8.548
2021-04-12,8.256
2021-04-13,8.398
2021-04-14,8.461
2021-04-15,8.311
2021-04-16,8.264
2021-04-19,8.020
2021-04-20,7.941
2021-04-21,7.673
2021-04-22,7.673
2021-04-26,7.846
2021-04-27,8.067
2021-04-28,7.838
2021-04-29,8.138
2021-04-30,8.122
2021-05-03,8.241
2021-05-04,8.319
2021-05-05,8.477
2021-05-06,8.272
2021-05-07,8.225
2021-05-10,8.398
2021-05-11,8.469
2021-05-12,8.367
2021-05-17,8.327
2021-05-18,8.367
2021-05-20,8.769
2021-05-21,8.643
2021-05-24,8.800
2021-05-25,8.248
2021-05-26,8.438
2021-05-27,8.651
2021-05-28,8.477
2021-05-31,8.406
2021-06-01,8.359
2021-06-02,8.635
2021-06-03,8.501
2021-06-04,8.548
2021-06-07,8.493
2021-06-08,8.461
2021-06-09,8.430
2021-06-10,8.359
2021-06-11,8.272
2021-06-14,8.241
2021-06-15,8.091
2021-06-16,8.146
2021-06-17,8.059
2021-06-18,8.075
2021-06-21,8.177
2021-06-22,8.201
2021-06-23,8.248
2021-06-24,8.375
2021-06-25,8.382
2021-06-28,8.280
2021-06-29,8.122
2021-06-30,8.162
2021-07-01,8.248
2021-07-02,8.288
2021-07-05,8.343
2021-07-06,8.327
2021-07-07,8.319
2021-07-08,8.170
2021-07-09,8.154
2021-07-12,7.957
2021-07-13,7.807
2021-07-14,7.838
2021-07-16,7.870
2021-07-19,7.815
2021-07-26,7.830
2021-07-27,7.941
2021-07-28,7.980
2021-07-29,8.075
2021-07-30,8.043
2021-08-02,8.146
2021-08-03,8.319
2021-08-04,8.367
2021-08-05,8.351
2021-08-06,8.304
2021-08-09,8.319
2021-08-10,8.422
2021-08-11,8.311
2021-08-12,8.406
2021-08-13,8.382
2021-08-16,8.446
2021-08-17,8.509
2021-08-18,8.446
2021-08-19,8.351
2021-08-20,8.477
2021-08-23,8.517
2021-08-24,8.603
2021-08-25,8.603
2021-08-26,8.548
2021-08-27,8.753
2021-08-31,8.753
2021-09-01,8.974
2021-09-02,8.919
2021-09-03,8.800
2021-09-06,8.840
2021-09-07,8.793
2021-09-08,8.737
2021-09-09,8.824
2021-09-10,8.737
2021-09-13,8.698
2021-09-14,8.690
2021-09-15,8.619
2021-09-16,8.509
2021-09-17,8.327
2021-09-20,8.256
2021-09-21,8.264
2021-09-22,8.288
2021-09-23,8.375
2021-09-24,8.154
2021-09-27,8.170
2021-09-28,8.059
2021-09-29,8.106
2021-09-30,8.217
2021-10-01,8.138
2021-10-04,8.162
2021-10-05,8.154
2021-10-06,8.130
2021-10-07,8.154
2021-10-08,8.272
2021-10-11,8.311
2021-10-12,8.304
2021-10-13,8.256
2021-10-14,8.398
2021-10-15,8.430
2021-10-18,8.840
2021-10-19,8.777
2021-10-20,8.863
2021-10-21,8.769
2021-10-22,9.187
2021-10-25,9.203
2021-10-26,9.234
2021-10-27,9.234
2021-10-28,9.274
2021-11-01,9.321
2021-11-02,9.084
2021-11-03,9.218
2021-11-04,9.195
2021-11-05,9.147
2021-11-08,9.163
2021-11-09,9.179
2021-11-10,9.171
2021-11-11,9.139
2021-11-12,9.100
2021-11-15,9.289
2021-11-16,9.258
2021-11-17,9.408
2021-11-18,9.581
2021-11-19,10.094
2021-11-22,10.267
2021-11-23,10.157
2021-11-24,10.378
2021-11-25,10.307
2021-11-26,10.109
2021-11-29,10.307
2021-11-30,10.362
2021-12-01,10.922
2021-12-02,10.693
2021-12-03,10.945
2021-12-06,11.277
2021-12-07,11.253
2021-12-08,11.221
2021-12-09,11.198
2021-12-10,11.213
2021-12-13,11.671
2021-12-14,11.884
2021-12-15,11.513
2021-12-16,11.797
2021-12-17,11.166
2021-12-20,10.740
2021-12-21,9.739
2021-12-22,9.542
2021-12-23,9.313
2021-12-24,9.739
2021-12-27,9.747
2021-12-28,9.510
2021-12-29,9.723
2021-12-30,9.636
2021-12-31,10.157
2022-01-03,10.480
2022-01-04,10.606
2022-01-05,11.316
2022-01-06,11.466
2022-01-07,11.363
2022-01-10,11.379
2022-01-11,10.993
2022-01-12,11.332
2022-01-13,11.056
2022-01-14,11.261
2022-01-17,11.418
2022-01-18,10.859
2022-01-19,11.182
2022-01-20,10.906
2022-01-21,10.961
2022-01-24,10.472
2022-01-25,10.496
2022-01-26,10.409
2022-01-27,10.417
2022-01-28,10.638
2022-01-31,11.639
2022-02-01,11.387
2022-02-02,11.135
2022-02-03,11.008
2022-02-04,11.040
2022-02-07,11.198
2022-02-08,10.914
2022-02-09,11.434
2022-02-10,11.584
2022-02-11,11.497
2022-02-14,11.119
2022-02-15,11.221
2022-02-16,11.190
2022-02-17,10.953
2022-02-18,11.466
2022-02-21,11.213
2022-02-22,11.087
2022-02-23,11.150
2022-02-24,10.038
2022-02-25,10.614
2022-02-28,10.441
2022-03-01,10.496
2022-03-02,10.575
2022-03-03,10.930
2022-03-04,10.953
2022-03-07,10.961
2022-03-08,10.945
2022-03-09,11.119
2022-03-10,10.977
2022-03-11,11.087
2022-03-14,11.442
2022-03-15,11.308
2022-03-16,11.158
2022-03-17,11.158
2022-03-18,11.213
2022-03-21,11.434
2022-03-22,12.010
2022-03-23,11.963
2022-03-24,11.907
2022-03-25,11.765
2022-03-28,11.931
2022-03-29,12.057
2022-03-30,12.546
2022-03-31,12.814
2022-04-01,12.948
2022-04-04,13.067
2022-04-05,13.177
2022-04-06,13.090
2022-04-07,13.240
2022-04-08,13.563
2022-04-11,13.359
2022-04-12,13.291
2022-04-13,13.096
2022-04-14,13.045
2022-04-15,13.062
2022-04-18,12.985
2022-04-19,13.368
2022-04-20,13.257
2022-04-21,12.943
2022-04-22,12.756
2022-04-25,12.620
2022-04-26,12.433
2022-04-27,12.416
2022-04-28,12.501
2022-04-29,11.974
2022-05-05,12.051
2022-05-06,11.923
2022-05-09,11.864
2022-05-10,12.008
2022-05-11,12.068
2022-05-12,11.830
2022-05-13,11.864
2022-05-16,11.821
2022-05-17,12.008
2022-05-18,11.940
2022-05-20,12.076
2022-05-23,11.906
2022-05-24,11.821
2022-05-25,11.830
2022-05-26,11.838
2022-05-27,11.923
2022-05-30,12.255
2022-05-31,12.578
2022-06-01,12.646
2022-06-02,12.663
2022-06-03,12.620
2022-06-06,12.680
2022-06-07,12.646
2022-06-08,12.272
2022-06-09,12.314
2022-06-10,12.025
2022-06-13,11.906
2022-06-14,11.864
2022-06-15,12.025
2022-06-16,11.830
2022-06-17,11.813
2022-06-20,11.813
2022-06-21,11.915
2022-06-22,12.008
2022-06-23,12.195
2022-06-24,12.221
2022-06-27,12.025
2022-06-28,11.974
2022-06-29,11.634
2022-06-30,11.558
2022-07-01,11.592
2022-07-04,11.388
2022-07-05,10.988
2022-07-06,11.116
2022-07-07,11.158
2022-07-08,11.269
2022-07-13,11.133
2022-07-14,11.116
2022-07-18,11.345
2022-07-19,11.422
2022-07-20,11.447
2022-07-21,11.371
2022-07-22,11.592
2022-07-25,11.762
2022-07-26,12.527
2022-07-27,12.917
2022-07-28,12.714
